keyword,ads_top_num,ads_bottom_num,ads_total_num,non_ads_num,total_links_num,total_search_results_num,ads_top_urls,ads_bottom_urls,non_ads_urls
we,0,0,0,10,10,"حوالي 12,520,000,000 من النتائج","","","https://www.nmisr.com/.../أسعار-شبكة-we-باقات-الانترنت-بكافة-أن‏ , www.masrawy.com/.../كل-ما-تريد-معرفته-عن-خط-محمول-المصرية-للاتصالات-الجديد-we-‏ , https://zahma.cairolive.com/سعر-الخط-15-جنيه-كل-شئ-عن-الشبكة-الرابعة-ل/‏ , https://www.we.org/we-movement/‏ , https://www.youtube.com/watch?v=4lNg0cm69xU , https://www.facebook.com/WEmovement/‏ , https://en.wikipedia.org/wiki/W.E.‏ , www.imdb.com/title/tt1536048/‏ , www.dictionary.com/browse/we‏ , https://twitter.com/wemovement?lang=ar‏"
