keyword,ads_top_num,ads_bottom_num,ads_total_num,non_ads_num,total_links_num,total_search_results_num,ads_top_urls,ads_bottom_urls,non_ads_urls
etisalat,0,0,0,7,7,"حوالي 8,860,000 من النتائج","","","www.etisalat.eg/‏ , www.etisalat.com/‏ , https://ar-ar.facebook.com/etisalatmisr/‏ , https://ar.wikipedia.org/wiki/اتصالات_مصر_(شركة)‏ , https://play.google.com/store/apps/details?id=ae.etisalat...hl...‏ , https://twitter.com/etisalatmisr?lang=ar‏ , https://www.linkedin.com/company/etisalat‏"
